1/4/2020,1,3
2/4/2020,0,3
3/4/2020,0,3
4/4/2020,2,5
5/4/2020,0,5
6/4/2020,1,6
7/4/2020,0,6
8/4/2020,1,7
9/4/2020,2,9
10/4/2020,1,10
11/4/2020,0,10
12/4/2020,2,12
13/4/2020,0,12
14/4/2020,0,12
15/4/2020,4,16
16/4/2020,0,16
17/4/2020,1,17
18/4/2020,2,19
19/4/2020,0,19
20/4/2020,0,19
21/4/2020,0,19
22/4/2020,0,19
23/4/2020,0,19
24/4/2020,6,25
25/4/2020,0,25
26/4/2020,0,25
27/4/2020,0,25
28/4/2020,0,25
29/4/2020,0,25
30/4/2020,0,25
1/5/2020,0,25
2/5/2020,1,26
3/5/2020,1,27
4/5/2020,2,29
5/5/2020,0,29
6/5/2020,1,30
7/5/2020,0,30
8/5/2020,1,31
9/5/2020,0,31
10/5/2020,0,31
11/5/2020,1,32
12/5/2020,0,32
13/5/2020,1,33
14/5/2020,1,34
15/5/2020,0,34
16/5/2020,0,34
17/5/2020,0,34
18/5/2020,1,35
19/5/2020,0,35
20/5/2020,0,35
21/5/2020,0,35
22/5/2020,0,35
23/5/2020,0,35
24/5/2020,0,35
25/5/2020,0,35
26/5/2020,2,37
27/5/2020,0,37
28/5/2020,0,37
29/5/2020,0,37
30/5/2020,1,38
31/5/2020,3,41
1/6/2020,0,41
2/6/2020,3,44
3/6/2020,4,48
4/6/2020,0,48
5/6/2020,4,52
6/6/2020,2,54
7/6/2020,2,56
8/6/2020,2,58
9/6/2020,3,61
10/6/2020,6,67
11/6/2020,0,67
12/6/2020,3,70
13/6/2020,3,73
14/6/2020,4,77
15/6/2020,4,81
16/6/2020,7,88
17/6/2020,12,100
18/6/2020,5,105
19/6/2020,8,113
20/6/2020,5,118
21/6/2020,2,120
22/6/2020,7,127
23/6/2020,7,134
24/6/2020,2,136
25/6/2020,11,147
26/6/2020,11,158
27/6/2020,15,173
28/6/2020,10,183
29/6/2020,5,188
30/6/2020,0,188
1/7/2020,10,198
2/7/2020,12,210
3/7/2020,14,224
4/7/2020,18,242
5/7/2020,18,260
6/7/2020,4,264
7/7/2020,0,264
8/7/2020,32,296
9/7/2020,17,313
10/7/2020,19,332
11/7/2020,20,352
12/7/2020,23,375
13/7/2020,0,375
14/7/2020,0,375
15/7/2020,0,375
16/7/2020,0,375
17/7/2020,0,375
18/7/2020,0,375
19/7/2020,210,585
20/7/2020,0,585
21/7/2020,0,585
22/7/2020,0,585
23/7/2020,0,585
24/7/2020,0,585
25/7/2020,0,585
26/7/2020,0,585
27/7/2020,0,585
28/7/2020,208,793
29/7/2020,0,793
30/7/2020,0,793
31/7/2020,0,793
1/8/2020,30,823
2/8/2020,286,1109
3/8/2020,0,1109
4/8/2020,0,1109
5/8/2020,0,1109
6/8/2020,0,1109
7/8/2020,0,1109
8/8/2020,0,1109
9/8/2020,324,1433
10/8/2020,0,1433
11/8/2020,0,1433
12/8/2020,0,1433
13/8/2020,0,1433
14/8/2020,0,1433
15/8/2020,0,1433
16/8/2020,200,1633
17/8/2020,0,1633
18/8/2020,0,1633
19/8/2020,0,1633
20/8/2020,0,1633
21/8/2020,0,1633
22/8/2020,0,1633
23/8/2020,148,1781
24/8/2020,0,1781
25/8/2020,0,1781
26/8/2020,0,1781
27/8/2020,0,1781
28/8/2020,0,1781
29/8/2020,0,1781
30/8/2020,97,1878
31/8/2020,0,1878
1/9/2020,0,1878
2/9/2020,0,1878
3/9/2020,0,1878
4/9/2020,0,1878
5/9/2020,0,1878
6/9/2020,70,1948
7/9/2020,0,1948
8/9/2020,0,1948
9/9/2020,0,1948
10/9/2020,0,1948
11/9/2020,0,1948
12/9/2020,0,1948
13/9/2020,51,1999
14/9/2020,0,1999
15/9/2020,0,1999
16/9/2020,0,1999
17/9/2020,0,1999
18/9/2020,0,1999
19/9/2020,0,1999
20/9/2020,44,2043
21/9/2020,0,2043
22/9/2020,0,2043
23/9/2020,0,2043
24/9/2020,0,2043
25/9/2020,0,2043
26/9/2020,0,2043
27/9/2020,32,2075
28/9/2020,0,2075
29/9/2020,0,2075
30/9/2020,0,2075
1/10/2020,0,2075
2/10/2020,0,2075
3/10/2020,0,2075
4/10/2020,31,2106
5/10/2020,0,2106
6/10/2020,0,2106
7/10/2020,0,2106
8/10/2020,0,2106
9/10/2020,0,2106
10/10/2020,0,2106
11/10/2020,30,2136
12/10/2020,0,2136
13/10/2020,0,2136
14/10/2020,0,2136
15/10/2020,0,2136
16/10/2020,0,2136
17/10/2020,0,2136
18/10/2020,42,2178
19/10/2020,0,2178
20/10/2020,0,2178
21/10/2020,0,2178
22/10/2020,0,2178
23/10/2020,0,2178
24/10/2020,0,2178
25/10/2020,41,2219
26/10/2020,0,2219
27/10/2020,0,2219
28/10/2020,0,2219
29/10/2020,0,2219
30/10/2020,0,2219
31/10/2020,0,2219
1/11/2020,40,2259
2/11/2020,0,2259
3/11/2020,0,2259
4/11/2020,0,2259
5/11/2020,0,2259
6/11/2020,0,2259
7/11/2020,0,2259
8/11/2020,47,2306
9/11/2020,0,2306
10/11/2020,0,2306
11/11/2020,0,2306
12/11/2020,0,2306
13/11/2020,0,2306
14/11/2020,0,2306
15/11/2020,59,2365
16/11/2020,0,2365
17/11/2020,0,2365
18/11/2020,0,2365
19/11/2020,0,2365
20/11/2020,0,2365
21/11/2020,0,2365
22/11/2020,52,2417
23/11/2020,0,2417
24/11/2020,0,2417
25/11/2020,0,2417
26/11/2020,0,2417
27/11/2020,0,2417
28/11/2020,0,2417
29/11/2020,60,2477
30/11/2020,0,2477
1/12/2020,0,2477
2/12/2020,0,2477
3/12/2020,0,2477
4/12/2020,0,2477
5/12/2020,0,2477
6/12/2020,65,2542
7/12/2020,0,2542
8/12/2020,0,2542
9/12/2020,0,2542
10/12/2020,0,2542
11/12/2020,0,2542
12/12/2020,0,2542
13/12/2020,67,2609
14/12/2020,0,2609
15/12/2020,0,2609
16/12/2020,0,2609
17/12/2020,0,2609
18/12/2020,0,2609
19/12/2020,0,2609
20/12/2020,60,2669
21/12/2020,0,2669
22/12/2020,0,2669
23/12/2020,0,2669
24/12/2020,0,2669
25/12/2020,0,2669
26/12/2020,0,2669
27/12/2020,80,2749
28/12/2020,0,2749
29/12/2020,0,2749
30/12/2020,0,2749
31/12/2020,0,2749
1/1/2021,0,2749
2/1/2021,0,2749
3/1/2021,96,2845
4/1/2021,0,2845
5/1/2021,0,2845
6/1/2021,0,2845
7/1/2021,0,2845
8/1/2021,0,2845
9/1/2021,0,2845
10/1/2021,40,2885
11/1/2021,0,2885
12/1/2021,0,2885
13/1/2021,0,2885
14/1/2021,0,2885
15/1/2021,0,2885
16/1/2021,0,2885
17/1/2021,71,2956
18/1/2021,0,2956
19/1/2021,0,2956
20/1/2021,0,2956
21/1/2021,0,2956
22/1/2021,0,2956
23/1/2021,0,2956
24/1/2021,79,3035
25/1/2021,0,3035
26/1/2021,0,3035
27/1/2021,0,3035
28/1/2021,0,3035
29/1/2021,0,3035
30/1/2021,0,3035
31/1/2021,91,3126
1/2/2021,0,3126
2/2/2021,0,3126
3/2/2021,0,3126
4/2/2021,0,3126
5/2/2021,0,3126
6/2/2021,0,3126
7/2/2021,59,3185
8/2/2021,0,3185
9/2/2021,0,3185
10/2/2021,0,3185
11/2/2021,0,3185
12/2/2021,0,3185
13/2/2021,0,3185
14/2/2021,61,3246
15/2/2021,0,3246
16/2/2021,0,3246
17/2/2021,0,3246
18/2/2021,0,3246
19/2/2021,0,3246
20/2/2021,0,3246
21/2/2021,65,3311
22/2/2021,0,3311
23/2/2021,0,3311
24/2/2021,0,3311
25/2/2021,0,3311
26/2/2021,0,3311
27/2/2021,0,3311
28/2/2021,78,3389
1/3/2021,0,3389
2/3/2021,0,3389
3/3/2021,0,3389
4/3/2021,0,3389
5/3/2021,0,3389
6/3/2021,0,3389
7/3/2021,0,3389
8/3/2021,67,3456
9/3/2021,0,3456
10/3/2021,0,3456
11/3/2021,0,3456
12/3/2021,0,3456
13/3/2021,0,3456
14/3/2021,55,3511
15/3/2021,0,3511
16/3/2021,0,3511
17/3/2021,0,3511
18/3/2021,0,3511
19/3/2021,0,3511
20/3/2021,0,3511
21/3/2021,2291,5802
22/3/2021,0,5802
23/3/2021,0,5802
24/3/2021,0,5802
25/3/2021,0,5802
26/3/2021,0,5802
27/3/2021,0,5802
28/3/2021,110,5912
29/3/2021,0,5912
30/3/2021,0,5912
31/3/2021,0,5912
1/4/2021,0,5912
2/4/2021,0,5912
3/4/2021,0,5912
4/4/2021,116,6028
5/4/2021,0,6028
6/4/2021,0,6028
7/4/2021,0,6028
8/4/2021,0,6028
9/4/2021,0,6028
10/4/2021,0,6028
11/4/2021,151,6179
12/4/2021,0,6179
13/4/2021,0,6179
14/4/2021,0,6179
15/4/2021,0,6179
16/4/2021,0,6179
17/4/2021,0,6179
18/4/2021,194,6373
19/4/2021,0,6373
20/4/2021,0,6373
21/4/2021,0,6373
22/4/2021,0,6373
23/4/2021,0,6373
24/4/2021,0,6373
25/4/2021,188,6561
26/4/2021,0,6561
27/4/2021,0,6561
28/4/2021,0,6561
29/4/2021,0,6561
30/4/2021,0,6561
1/5/2021,0,6561
2/5/2021,197,6758
3/5/2021,0,6758
4/5/2021,0,6758
5/5/2021,0,6758
6/5/2021,0,6758
7/5/2021,0,6758
8/5/2021,0,6758
9/5/2021,218,6976
10/5/2021,0,6976
11/5/2021,0,6976
12/5/2021,0,6976
13/5/2021,0,6976
14/5/2021,0,6976
15/5/2021,0,6976
16/5/2021,173,7149
17/5/2021,0,7149
18/5/2021,0,7149
19/5/2021,0,7149
20/5/2021,0,7149
21/5/2021,0,7149
22/5/2021,0,7149
23/5/2021,0,7149
24/5/2021,0,7149
25/5/2021,0,7149
26/5/2021,0,7149
27/5/2021,0,7149
28/5/2021,0,7149
29/5/2021,0,7149
30/5/2021,172,7321
31/5/2021,0,7321
1/6/2021,0,7321
2/6/2021,0,7321
3/6/2021,0,7321
4/6/2021,0,7321
5/6/2021,0,7321
6/6/2021,144,7465
7/6/2021,0,7465
8/6/2021,0,7465
9/6/2021,0,7465
10/6/2021,0,7465
11/6/2021,0,7465
12/6/2021,0,7465
13/6/2021,121,7586
14/6/2021,0,7586
15/6/2021,0,7586
16/6/2021,0,7586
17/6/2021,0,7586
18/6/2021,0,7586
19/6/2021,0,7586
20/6/2021,80,7666
21/6/2021,0,7666
22/6/2021,0,7666
23/6/2021,0,7666
24/6/2021,0,7666
25/6/2021,0,7666
26/6/2021,0,7666
27/6/2021,93,7759
28/6/2021,0,7759
29/6/2021,0,7759
30/6/2021,0,7759
1/7/2021,0,7759
2/7/2021,0,7759
3/7/2021,0,7759
4/7/2021,175,7934
5/7/2021,0,7934
6/7/2021,0,7934
7/7/2021,0,7934
8/7/2021,0,7934
9/7/2021,0,7934
10/7/2021,0,7934
11/7/2021,239,8173
12/7/2021,0,8173
13/7/2021,0,8173
14/7/2021,0,8173
15/7/2021,0,8173
16/7/2021,0,8173
17/7/2021,0,8173
18/7/2021,365,8538
19/7/2021,0,8538
20/7/2021,0,8538
21/7/2021,0,8538
22/7/2021,0,8538
23/7/2021,0,8538
24/7/2021,0,8538
25/7/2021,539,9077
26/7/2021,0,9077
27/7/2021,0,9077
28/7/2021,0,9077
29/7/2021,0,9077
30/7/2021,0,9077
31/7/2021,0,9077
1/8/2021,0,9077
2/8/2021,832,9909
3/8/2021,0,9909
4/8/2021,0,9909
5/8/2021,0,9909
6/8/2021,0,9909
7/8/2021,0,9909
8/8/2021,0,9909
9/8/2021,0,9909
